Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Gender_Male,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
52,0,266,2,1,1,57,1,5,4,1,15,3,4,1,33,3,3,32,14,6,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,1,1448,28,3,4,53,4,4,4,3,18,3,3,1,23,2,3,12,11,11,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50,1,145,1,3,4,95,3,2,3,0,12,3,1,1,19,3,3,18,7,0,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,0,885,16,4,3,43,4,1,1,1,16,3,3,0,18,1,3,17,13,15,14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,1,945,22,3,4,82,3,3,1,1,13,3,3,0,21,2,3,21,6,2,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,1,1038,8,1,2,88,2,1,4,0,19,3,4,0,3,2,2,2,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,1,1234,11,2,4,90,3,4,4,3,13,3,2,1,26,4,4,9,3,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1,1109,29,4,4,69,3,1,3,9,12,3,2,0,10,2,3,8,7,7,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,1,216,1,4,2,75,4,2,4,0,11,3,4,1,16,2,2,15,1,0,9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,1,1089,1,2,2,66,3,3,4,3,14,3,3,1,14,1,1,6,4,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,1,788,24,4,2,36,3,1,2,1,16,3,1,0,6,3,3,6,3,0,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,1,124,2,3,3,38,2,3,2,2,12,3,1,1,30,2,3,15,7,6,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,0,660,15,3,1,81,3,2,3,7,14,3,2,1,9,3,2,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,342,2,3,1,57,3,1,1,6,14,3,2,1,6,2,3,3,2,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1,1333,10,4,3,87,3,1,3,1,19,3,4,1,1,2,3,1,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
28,1,1144,10,1,4,74,3,1,2,1,22,4,2,0,1,5,3,1,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
38,1,1186,3,4,3,44,3,1,3,3,16,3,1,1,8,2,3,2,2,2,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50,1,1464,2,4,2,62,3,5,3,2,11,3,4,1,29,2,2,8,1,7,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,1,124,3,3,4,35,3,2,2,3,15,3,1,0,8,3,2,4,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,1,300,26,3,3,74,3,2,1,1,14,3,2,1,8,3,2,7,7,7,5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,1,921,1,1,1,66,2,1,3,1,13,3,3,2,5,5,3,5,3,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,1,430,1,4,4,40,3,5,4,9,17,3,4,2,23,0,3,2,2,2,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,1,1082,2,4,3,41,2,3,3,6,11,3,2,1,13,4,3,9,4,7,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
56,1,1240,9,3,1,63,3,1,3,2,19,3,2,1,18,4,3,5,4,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
36,1,796,12,5,4,51,2,3,4,0,11,3,2,0,15,2,2,14,8,7,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55,1,444,2,1,3,40,2,4,1,7,15,3,2,0,31,3,4,9,7,6,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,1,415,25,3,3,79,2,3,4,5,13,3,3,1,18,5,3,1,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,0,769,9,3,4,54,3,1,4,1,14,3,2,0,2,3,3,2,2,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21,0,1334,10,3,3,36,2,1,1,1,13,3,1,0,1,6,2,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,1,1003,8,4,4,74,2,2,1,8,23,4,1,3,19,2,3,16,13,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0,1323,4,4,1,34,3,1,3,9,12,3,3,3,18,2,4,10,0,2,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28,0,1366,24,2,2,72,2,3,1,1,12,3,1,0,10,2,2,10,7,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,1,192,1,2,1,59,2,1,1,1,16,3,1,2,6,2,3,5,3,1,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1,1176,20,3,3,85,3,2,1,0,15,3,3,1,7,1,2,6,2,0,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41,1,509,7,2,2,43,4,1,3,1,13,3,3,0,10,3,3,10,6,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38,1,330,17,1,3,65,2,3,3,0,18,3,1,1,20,4,2,19,9,1,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,1,1492,20,4,1,61,3,3,4,4,20,4,4,1,14,6,3,11,10,11,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,1,1277,8,5,1,87,1,1,3,1,19,3,4,3,3,4,3,3,2,1,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,1,1091,2,1,4,65,3,3,2,3,18,3,2,1,23,4,3,3,2,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28,1,857,10,3,3,59,3,2,3,3,13,3,4,0,10,4,4,8,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44,0,1376,1,2,2,91,2,3,1,9,14,3,4,1,24,1,3,20,6,3,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,1,654,5,3,4,34,2,3,4,4,15,3,3,1,9,2,3,3,2,1,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,1204,4,3,4,86,3,3,1,0,22,4,1,0,9,2,3,8,7,4,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,0,827,29,4,1,54,2,2,3,1,22,4,2,0,14,4,3,13,7,3,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28,1,895,15,2,1,50,3,1,3,1,16,3,4,1,4,5,2,4,2,2,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,618,3,1,1,45,3,2,4,0,17,3,3,0,7,1,2,6,2,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,1,309,10,4,4,88,2,2,4,2,14,3,3,3,8,5,3,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0,1219,4,1,4,32,3,1,4,1,15,3,2,1,7,3,4,7,7,5,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,0,1330,21,3,1,37,3,1,3,1,20,4,3,1,1,0,2,1,1,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,1017,25,3,1,55,2,1,2,4,20,4,2,0,5,0,3,2,2,2,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,1,469,2,2,4,35,3,4,1,0,17,3,4,1,23,3,3,22,6,13,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,1009,1,3,1,45,2,1,2,1,15,3,1,2,1,2,3,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,959,1,4,4,81,3,2,3,3,14,3,4,0,5,4,3,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1,970,7,3,4,30,3,2,2,0,17,3,3,1,4,3,3,3,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34,1,697,3,4,3,40,2,1,4,3,17,3,4,3,6,2,3,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
48,1,1262,1,4,1,35,4,4,4,2,22,4,3,0,27,3,2,5,4,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,1,1050,9,4,2,65,2,2,3,1,13,3,4,1,15,2,3,15,10,4,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
52,1,994,7,4,2,87,3,3,2,7,19,3,4,0,18,4,3,8,6,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1,770,10,4,3,73,2,3,3,0,14,3,2,2,9,2,3,8,7,2,7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,1,1107,28,4,3,93,3,1,4,4,22,4,1,1,11,1,3,7,5,1,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1,950,3,3,4,93,3,3,2,0,17,3,2,3,10,3,2,9,7,1,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,406,3,1,1,52,3,4,3,3,12,3,4,1,23,3,3,12,9,4,9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1,130,2,2,4,32,3,3,2,7,16,3,3,0,10,2,3,1,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,1,1082,27,3,3,83,3,3,1,8,11,3,3,1,18,1,3,8,7,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,0,203,2,3,1,84,3,4,4,7,11,3,4,3,21,4,3,18,7,11,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,1308,14,3,3,44,2,5,3,1,14,3,1,0,21,2,4,20,7,4,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,1,984,1,1,4,70,2,1,2,1,11,3,3,0,2,6,4,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,1,439,9,3,3,70,3,2,2,9,15,3,3,0,9,2,2,5,4,0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,1,217,18,4,1,78,3,2,4,2,20,4,1,0,18,0,3,11,9,0,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1,793,20,3,3,67,4,1,4,0,12,3,1,1,3,4,3,2,2,2,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
28,1,1451,2,1,1,67,2,1,2,0,17,3,1,0,6,2,1,5,3,0,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,1,1182,11,2,4,54,3,2,4,1,11,3,4,1,5,3,3,5,2,0,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,1,174,8,4,4,56,2,4,2,6,17,3,2,1,22,3,3,9,8,2,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34,1,1003,2,2,4,95,3,2,3,2,11,3,4,0,5,3,2,3,2,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,490,10,3,4,61,3,1,2,0,14,3,4,2,8,2,2,7,5,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,1,188,29,3,2,56,1,2,4,4,19,3,1,0,16,3,3,1,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,718,8,1,2,79,2,2,4,1,15,3,3,1,10,2,2,10,7,1,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1,433,1,3,3,37,4,1,3,1,13,3,4,1,7,2,4,7,6,5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,1,773,6,3,3,39,2,1,3,1,14,3,4,1,3,2,3,3,1,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0,247,8,1,3,80,3,1,3,1,12,3,4,0,0,0,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,0,603,9,4,1,77,3,2,1,0,17,3,1,0,6,3,3,5,2,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,1,167,12,4,2,46,3,1,4,3,11,3,1,1,6,4,3,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,0,874,15,3,3,72,3,1,3,1,12,3,3,1,2,5,2,2,2,2,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1,367,25,2,3,52,2,2,4,7,13,3,3,2,9,2,3,6,2,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,199,6,3,4,55,2,1,3,1,13,3,3,1,4,0,3,4,2,2,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1,1400,9,1,2,70,3,2,3,1,20,4,1,0,6,3,2,6,5,1,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,1,528,8,4,3,100,3,1,3,1,17,3,2,0,6,2,1,5,4,1,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,0,408,23,1,4,45,2,3,1,1,13,3,1,1,11,3,1,11,8,3,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,1,593,9,4,2,88,3,3,3,9,17,3,3,0,20,3,2,18,7,2,13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
42,0,481,12,3,3,44,3,4,1,0,12,3,2,0,22,2,2,21,9,13,14,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,1,647,4,4,2,45,3,2,1,7,13,3,4,0,9,3,4,6,4,1,5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,1,982,1,4,4,58,2,1,3,6,12,3,2,1,10,2,3,8,0,1,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,1,477,24,3,4,49,3,1,2,8,22,4,4,0,6,2,3,4,3,1,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,0,1485,12,1,3,79,3,1,4,1,11,3,4,0,1,4,2,1,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,1,1384,3,4,1,82,4,1,4,1,22,4,2,1,8,2,3,8,7,0,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1,852,10,3,3,72,2,2,3,1,18,3,1,1,10,3,3,10,3,1,4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,1,902,26,2,3,92,2,2,4,3,13,3,4,1,16,3,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,1,819,2,3,3,44,2,3,2,2,18,3,2,1,15,2,4,7,7,6,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,669,1,3,4,97,2,2,1,0,20,4,3,0,14,3,3,13,9,4,9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,1,636,4,4,4,47,2,1,4,1,13,3,2,1,2,2,4,2,2,2,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,0,1372,9,3,1,85,1,2,3,8,13,3,2,0,7,2,2,4,3,1,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,1,862,2,1,3,76,3,1,1,1,12,3,3,3,1,3,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,1,718,4,4,4,92,3,5,1,4,13,3,4,1,28,2,3,5,2,4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,1401,6,1,2,54,3,1,4,1,13,3,1,1,10,5,3,10,8,0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,1,645,9,2,3,54,3,1,1,1,25,4,3,0,1,4,3,1,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,1,1457,7,3,1,83,3,1,3,4,19,3,3,1,7,2,2,3,2,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,1,977,1,3,4,56,2,2,4,1,13,3,2,1,14,2,2,14,8,3,11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20,1,805,3,3,1,87,2,1,3,1,12,3,1,0,2,2,2,2,2,1,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,0,1097,10,4,3,96,3,1,3,1,11,3,3,0,6,4,3,6,4,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
